rostime,x_acc,y_acc,z_acc
1592291249.774,-0.363,-8.336,-3.844
1592291249.778,0.069,-8.198,-4.786
1592291249.782,0.588,-8.316,-5.188
1592291249.786,1.314,-8.64,-4.227
1592291249.79,0.892,-9.326,-2.638
1592291249.794,0.245,-9.405,-2.795
1592291249.798,0.0,-8.041,-3.138
1592291249.802,-0.147,-9.728,-3.923
1592291249.806,-0.343,-8.865,-4.305
1592291249.81,-0.51,-8.561,-4.001
1592291249.814,-1.187,-7.855,-2.962
1592291249.818,-1.206,-7.522,-2.873
1592291249.822,-0.069,-8.365,-3.079
1592291249.826,0.245,-8.159,-3.197
1592291249.829,0.49,-8.659,-4.04
1592291249.833,1.147,-8.345,-4.266
1592291249.837,1.089,-8.502,-4.384
1592291249.841,0.785,-8.885,-5.472
1592291249.845,0.402,-8.198,-5.59
1592291249.849,-0.628,-9.463,-5.59
1592291249.853,-1.569,-8.806,-5.825
1592291249.857,-1.853,-7.522,-4.727
1592291249.861,-0.765,-9.179,-3.177
1592291249.865,0.745,-9.463,-2.981
1592291249.869,0.706,-9.807,-3.334
1592291249.873,-0.167,-9.709,-3.844
1592291249.877,-1.167,-8.542,-4.982
1592291249.881,-1.53,-8.385,-4.786
1592291249.884,-0.569,-8.679,-4.423
1592291249.888,0.49,-8.561,-4.609
1592291249.892,1.314,-7.963,-4.59
1592291249.896,2.069,-7.875,-4.903
1592291249.9,1.932,-6.698,-4.825
1592291249.904,1.991,-8.179,-4.746
1592291249.908,2.236,-8.542,-4.59
1592291249.912,1.608,-9.444,-5.59
1592291249.916,0.628,-7.698,-5.913
1592291249.92,-0.127,-7.983,-6.07
1592291249.924,-0.745,-8.12,-6.59
1592291249.928,-0.706,-7.031,-6.276
1592291249.932,0.01,-8.806,-5.894
1592291249.936,-0.167,-6.855,-5.325
1592291249.94,-1.049,-7.492,-5.188
1592291249.943,-1.245,-7.983,-4.344
1592291249.947,-1.569,-8.002,-4.59
1592291249.951,-1.628,-9.385,-4.609
1592291249.955,-0.971,-9.444,-5.148
1592291249.959,-0.971,-6.649,-5.364
1592291249.963,-1.167,-8.522,-5.109
1592291249.967,-0.912,-8.865,-5.188
1592291249.971,-1.255,-7.757,-4.187
1592291249.975,-1.677,-8.159,-3.403
1592291249.979,-1.206,-7.698,-4.06
1592291249.983,-0.706,-7.051,-4.187
1592291249.987,0.029,-9.179,-4.727
1592291249.991,1.01,-9.326,-4.864
1592291249.995,0.765,-9.503,-4.521
1592291249.999,-0.029,-9.767,-4.59
1592291250.002,-1.049,-7.502,-4.344
1592291250.006,-0.892,-9.709,-4.884
1592291250.01,0.431,-9.189,-5.609
1592291250.014,1.51,-9.611,-6.227
1592291250.018,1.589,-8.64,-5.855
1592291250.022,0.853,-7.051,-5.384
1592291250.026,-0.127,-8.336,-4.403
1592291250.03,-0.647,-8.698,-4.59
1592291250.034,-0.804,-8.336,-5.325
1592291250.038,-0.706,-8.061,-5.894
1592291250.042,-0.726,-7.541,-6.649
1592291250.046,-1.01,-7.277,-6.227
1592291250.05,-0.971,-8.424,-5.305
1592291250.054,-1.01,-8.345,-5.345
1592291250.057,-1.353,-8.581,-5.129
1592291250.061,-1.795,-8.679,-5.345
1592291250.065,-2.393,-7.737,-5.953
1592291250.069,-2.432,-7.777,-5.609
1592291250.073,-1.167,-10.13,-5.727
1592291250.077,0.324,-8.983,-5.727
1592291250.081,0.284,-8.198,-5.551
1592291250.085,-0.726,-8.14,-5.305
1592291250.089,-1.108,-7.453,-5.433
1592291250.093,-0.726,-7.894,-5.247
1592291250.097,-0.206,-7.924,-5.168
1592291250.101,0.382,-8.404,-6.051
1592291250.105,-0.01,-6.59,-5.325
1592291250.109,-0.804,-7.698,-5.09
1592291250.113,-1.069,-7.659,-4.923
1592291250.116,-1.089,-7.836,-4.746
1592291250.12,-0.647,-8.296,-4.59
1592291250.124,-0.186,-8.404,-5.001
1592291250.128,-0.628,-7.983,-5.148
1592291250.132,-0.53,-7.453,-4.629
1592291250.136,0.049,-9.581,-5.011
1592291250.14,-0.226,-8.385,-5.492
1592291250.144,-0.912,-8.64,-5.786
1592291250.148,-1.569,-7.581,-5.629
1592291250.152,-1.971,-7.296,-5.433
1592291250.156,-2.138,-7.777,-4.364
1592291250.16,-1.353,-7.316,-3.825
1592291250.164,-0.971,-8.12,-3.403
1592291250.168,-2.256,-6.296,-2.716
1592291250.172,-2.275,-7.875,-2.638
1592291250.175,-1.147,-8.1,-3.06
1592291250.179,-0.824,-8.444,-3.579
1592291250.183,-0.245,-8.787,-4.962
1592291250.187,0.029,-9.12,-6.855
1592291250.191,-0.608,-7.277,-7.777
1592291250.195,-0.834,-9.022,-8.963
1592291250.199,-0.147,-8.64,-8.944
1592291250.203,0.108,-7.394,-7.375
1592291250.207,-0.147,-9.846,-5.472
1592291250.211,-0.343,-8.061,-4.305
1592291250.215,-0.431,-9.767,-3.599
1592291250.219,-0.226,-11.856,-4.227
1592291250.223,-0.245,-10.728,-6.472
1592291250.227,-1.912,-8.561,-6.07
1592291250.23,-3.099,-9.346,-6.551
1592291250.234,-2.216,-6.914,-6.011
1592291250.238,-0.932,-7.659,-5.148
1592291250.242,0.186,-8.944,-5.207
1592291250.246,0.049,-6.07,-5.668
1592291250.25,-0.99,-7.757,-5.001
1592291250.254,-1.245,-7.071,-4.58
1592291250.258,-0.343,-8.061,-4.609
1592291250.262,0.892,-10.405,-4.766
1592291250.266,1.353,-9.924,-7.453
1592291250.27,0.029,-7.6,-7.541
1592291250.274,-1.549,-8.424,-6.914
1592291250.278,-1.873,-7.836,-6.247
1592291250.282,-1.736,-6.737,-4.423
1592291250.286,-0.951,-8.757,-3.844
1592291250.289,-0.471,-8.1,-4.305
1592291250.293,-0.873,-8.444,-5.266
1592291250.297,-1.569,-7.1,-6.129
1592291250.301,-1.089,-7.012,-6.678
1592291250.305,0.01,-6.737,-6.11
1592291250.309,0.588,-7.522,-4.648
1592291250.313,0.108,-8.385,-3.344
1592291250.317,-0.892,-7.836,-3.06
1592291250.321,-0.873,-7.777,-3.315
1592291250.325,-0.186,-9.101,-3.736
1592291250.329,-0.324,-9.022,-4.364
1592291250.333,-0.51,-8.865,-4.138
1592291250.337,-0.834,-8.64,-3.923
1592291250.341,-0.706,-8.404,-3.903
1592291250.344,0.431,-7.414,-3.423
1592291250.348,1.314,-8.404,-3.315
1592291250.352,1.471,-9.12,-3.942
1592291250.356,0.402,-8.061,-4.59
1592291250.36,-0.284,-7.816,-4.766
1592291250.364,1.108,-8.316,-4.943
1592291250.368,2.295,-7.983,-4.609
1592291250.372,2.599,-8.502,-4.06
1592291250.376,2.52,-8.659,-4.384
1592291250.38,1.108,-6.149,-3.981
1592291250.384,-0.471,-7.855,-3.364
1592291250.388,-1.255,-7.62,-3.805
1592291250.392,-1.971,-6.894,-3.658
1592291250.396,-2.01,-9.228,-3.619
1592291250.4,-2.099,-8.963,-4.462
1592291250.403,-2.157,-7.237,-4.08
1592291250.407,-1.01,-9.463,-3.521
1592291250.411,-0.53,-8.14,-3.785
1592291250.415,-1.108,-8.336,-3.619
1592291250.419,-1.353,-8.404,-3.521
1592291250.423,-1.167,-7.355,-3.785
1592291250.427,-0.804,-8.64,-3.658
1592291250.431,-0.049,-8.061,-4.54
1592291250.435,0.451,-7.757,-4.844
1592291250.439,0.588,-9.101,-4.59
1592291250.443,0.608,-8.757,-5.227
1592291250.447,0.167,-8.296,-4.384
1592291250.451,-0.451,-8.238,-3.942
1592291250.455,0.069,-7.051,-3.658
1592291250.459,0.726,-7.62,-3.079
1592291250.462,0.569,-7.502,-3.364
1592291250.466,0.451,-7.394,-3.638
1592291250.47,0.53,-8.542,-3.403
1592291250.474,0.51,-7.875,-3.962
1592291250.478,0.912,-7.433,-4.423
1592291250.482,1.569,-7.983,-4.286
1592291250.486,1.775,-9.405,-4.58
1592291250.49,1.334,-9.228,-4.266
1592291250.494,0.451,-7.659,-2.795
1592291250.498,0.245,-9.081,-2.599
1592291250.502,0.147,-8.277,-3.423
1592291250.506,-0.412,-7.983,-3.344
1592291250.51,-0.088,-9.179,-4.001
1592291250.514,0.284,-6.953,-4.138
1592291250.517,-0.245,-8.041,-3.56
1592291250.521,-0.304,-8.1,-3.825
1592291250.525,-0.608,-7.12,-3.981
1592291250.529,-1.187,-9.248,-3.638
1592291250.533,-1.187,-9.179,-3.677
1592291250.537,-1.373,-8.581,-3.462
1592291250.541,-1.167,-8.963,-2.756
1592291250.545,-0.412,-9.865,-3.334
1592291250.549,-0.412,-8.983,-3.677
1592291250.553,-1.089,-8.679,-4.119
1592291250.557,-1.834,-8.365,-4.501
1592291250.561,-1.648,-7.679,-4.56
1592291250.565,-0.853,-6.669,-4.864
1592291250.569,-0.451,-7.492,-5.345
1592291250.573,-0.765,-8.218,-6.09
1592291250.576,-2.177,-7.796,-5.707
1592291250.58,-3.599,-8.806,-4.766
1592291250.584,-4.001,-8.041,-4.56
1592291250.588,-3.746,-7.639,-4.001
1592291250.592,-3.099,-9.689,-3.746
1592291250.596,-2.157,-9.307,-4.805
1592291250.6,-1.628,-7.502,-4.462
1592291250.604,-1.677,-7.983,-4.403
1592291250.608,-1.873,-6.61,-5.109
1592291250.612,-2.069,-7.178,-4.766
1592291250.616,-2.197,-8.963,-4.786
1592291250.62,-2.177,-8.365,-5.247
1592291250.624,-2.138,-8.336,-5.433
1592291250.628,-1.755,-7.1,-5.07
1592291250.632,-1.471,-8.767,-5.207
1592291250.635,-2.393,-8.659,-4.54
1592291250.639,-3.56,-8.806,-4.227
1592291250.643,-3.883,-7.943,-4.727
1592291250.647,-3.579,-6.051,-5.168
1592291250.651,-2.236,-7.453,-5.423
1592291250.655,-0.824,-8.542,-6.472
1592291250.659,-0.304,-6.933,-6.757
1592291250.663,-0.402,-8.463,-6.61
1592291250.667,-0.147,-9.787,-6.208
1592291250.671,0.0,-8.698,-4.943
1592291250.675,-0.873,-10.013,-4.325
1592291250.679,-1.873,-8.463,-4.04
1592291250.683,-2.599,-9.669,-3.746
1592291250.687,-2.373,-10.552,-3.334
1592291250.691,-1.353,-9.983,-3.079
1592291250.694,-0.569,-10.366,-3.501
1592291250.698,-0.265,-9.248,-4.344
1592291250.702,-0.834,-9.326,-5.09
1592291250.706,-2.079,-8.64,-5.011
1592291250.71,-1.932,-7.924,-4.501
1592291250.714,-0.49,-7.316,-3.275
1592291250.718,0.588,-8.522,-2.815
1592291250.722,0.686,-7.855,-2.834
1592291250.726,-0.088,-8.14,-3.099
1592291250.73,-0.402,-8.561,-3.717
1592291250.734,-0.549,-8.218,-4.668
1592291250.738,-0.932,-7.718,-5.511
1592291250.742,-1.206,-6.09,-5.855
1592291250.746,-1.893,-7.031,-5.668
1592291250.749,-2.795,-7.522,-4.746
1592291250.753,-3.079,-7.816,-3.746
1592291250.757,-2.54,-8.659,-3.746
1592291250.761,-1.736,-8.767,-4.482
1592291250.765,-1.471,-10.513,-5.913
1592291250.769,-1.952,-9.287,-6.737
1592291250.773,-2.599,-8.561,-5.933
1592291250.777,-2.452,-8.385,-4.521
1592291250.781,-1.108,-6.816,-3.256
1592291250.785,-0.431,-6.914,-2.52
1592291250.789,-0.324,-7.698,-3.344
1592291250.793,-0.431,-8.1,-4.844
1592291250.797,-1.147,-7.757,-5.972
1592291250.801,-1.451,-7.139,-6.551
1592291250.805,-1.412,-7.522,-6.737
1592291250.808,-1.069,-8.002,-6.051
1592291250.812,-0.569,-8.1,-4.786
1592291250.816,-0.088,-9.003,-4.648
1592291250.82,0.363,-8.198,-4.805
1592291250.824,0.049,-7.757,-5.207
1592291250.828,-0.49,-7.433,-5.384
1592291250.832,-0.745,-7.875,-5.913
1592291250.836,-0.549,-7.355,-5.688
1592291250.84,-0.628,-8.787,-5.649
1592291250.844,-1.187,-8.238,-6.335
1592291250.848,-2.216,-6.394,-6.472
1592291250.852,-2.432,-7.296,-5.972
1592291250.856,-1.795,-7.473,-5.992
1592291250.86,-1.589,-7.983,-5.433
1592291250.864,-1.393,-9.042,-4.884
1592291250.867,-1.451,-8.257,-5.364
1592291250.871,-1.775,-7.414,-5.188
1592291250.875,-1.412,-8.385,-5.609
1592291250.879,-0.304,-7.796,-5.786
1592291250.883,0.49,-7.375,-5.384
1592291250.887,1.167,-7.581,-5.286
1592291250.891,1.667,-7.414,-5.325
1592291250.895,1.53,-7.473,-5.688
1592291250.899,1.736,-7.492,-5.727
1592291250.903,1.912,-8.542,-6.247
1592291250.907,1.912,-7.943,-6.168
1592291250.911,2.05,-8.679,-5.894
1592291250.915,1.814,-8.963,-5.423
1592291250.919,1.628,-8.904,-5.188
1592291250.922,1.471,-8.787,-5.384
1592291250.926,1.167,-8.463,-5.629
1592291250.93,1.206,-9.807,-6.953
1592291250.934,0.431,-6.894,-7.277
1592291250.938,-0.265,-6.855,-6.551
1592291250.942,0.088,-7.836,-5.874
1592291250.946,0.382,-7.414,-4.766
1592291250.95,0.402,-8.963,-4.207
1592291250.954,0.431,-8.1,-5.031
1592291250.958,0.588,-6.512,-5.148
1592291250.962,0.873,-9.081,-5.707
1592291250.966,1.53,-8.64,-6.933
1592291250.97,1.736,-8.846,-6.698
1592291250.974,1.167,-8.12,-6.629
1592291250.978,0.304,-7.414,-7.09
1592291250.981,-0.304,-7.718,-5.953
1592291250.985,-0.284,-8.542,-5.992
1592291250.989,0.363,-8.14,-6.188
1592291250.993,0.549,-8.198,-6.276
1592291250.997,0.431,-7.296,-6.453
1592291251.001,-0.049,-8.502,-6.335
1592291251.005,-0.853,-8.924,-5.835
1592291251.009,-1.206,-7.757,-5.668
1592291251.013,-1.53,-7.816,-5.511
1592291251.017,-1.795,-6.835,-5.825
1592291251.021,-1.589,-7.963,-6.07
1592291251.025,-1.628,-8.826,-6.011
1592291251.029,-1.952,-8.444,-6.11
1592291251.033,-1.775,-7.502,-5.649
1592291251.037,-1.716,-8.483,-5.345
1592291251.04,-1.667,-8.846,-5.247
1592291251.044,-1.255,-7.62,-4.727
1592291251.048,-1.432,-8.444,-4.04
1592291251.052,-1.952,-8.502,-4.58
1592291251.056,-2.236,-8.296,-5.031
1592291251.06,-2.756,-8.924,-4.805
1592291251.064,-2.834,-10.268,-5.511
1592291251.068,-2.256,-9.444,-5.747
1592291251.072,-1.795,-8.64,-5.452
1592291251.076,-1.353,-8.983,-5.825
1592291251.08,-1.491,-7.659,-5.286
1592291251.084,-1.648,-8.659,-4.001
1592291251.088,-1.667,-8.698,-4.54
1592291251.092,-1.648,-7.502,-5.286
1592291251.096,-1.314,-8.581,-5.786
1592291251.099,-1.226,-8.561,-6.669
1592291251.103,-1.795,-6.992,-6.453
1592291251.107,-2.599,-8.62,-6.296
1592291251.111,-2.795,-8.787,-5.707
1592291251.115,-3.06,-8.738,-5.011
1592291251.119,-3.256,-8.561,-4.119
1592291251.123,-2.56,-8.404,-4.227
1592291251.127,-1.736,-9.042,-5.168
1592291251.131,-0.912,-9.424,-5.786
1592291251.135,-0.284,-9.189,-5.766
1592291251.139,-0.745,-8.502,-5.129
1592291251.143,-1.432,-7.541,-4.344
1592291251.147,-1.255,-8.316,-4.001
1592291251.151,-1.108,-8.277,-3.962
1592291251.154,-0.932,-8.806,-4.462
1592291251.158,-0.745,-10.032,-5.384
1592291251.162,-0.765,-8.061,-5.855
1592291251.166,-0.804,-8.718,-5.972
1592291251.17,-0.745,-9.003,-5.629
1592291251.174,-0.745,-9.287,-5.168
1592291251.178,-1.589,-8.424,-4.766
1592291251.182,-2.03,-8.238,-5.227
1592291251.186,-1.275,-7.522,-5.148
1592291251.19,-1.128,-7.433,-4.923
1592291251.194,-0.549,-8.081,-5.188
1592291251.198,-0.363,-8.198,-5.325
1592291251.202,-1.628,-7.816,-5.423
1592291251.206,-2.236,-6.757,-5.011
1592291251.21,-2.373,-7.277,-4.227
1592291251.213,-2.501,-7.1,-4.423
1592291251.217,-1.677,-7.237,-5.629
1592291251.221,-0.853,-6.835,-5.835
1592291251.225,-0.99,-7.718,-5.727
1592291251.229,-1.589,-7.492,-5.05
1592291251.233,-2.157,-7.257,-4.668
1592291251.237,-2.452,-8.561,-4.688
1592291251.241,-2.638,-8.885,-5.247
1592291251.245,-2.373,-8.022,-4.521
1592291251.249,-1.912,-8.885,-3.599
1592291251.253,-1.677,-9.689,-3.825
1592291251.257,-1.471,-7.433,-3.864
1592291251.261,-1.255,-8.502,-3.923
1592291251.265,-1.334,-8.659,-4.668
1592291251.269,-1.736,-7.963,-5.345
1592291251.272,-2.079,-7.659,-4.746
1592291251.276,-2.197,-8.963,-5.011
1592291251.28,-2.069,-7.561,-4.482
1592291251.284,-1.775,-8.424,-3.599
1592291251.288,-1.716,-9.463,-4.266
1592291251.292,-1.736,-7.924,-4.58
1592291251.296,-1.775,-8.345,-3.923
1592291251.3,-2.03,-9.042,-3.677
1592291251.304,-2.118,-8.218,-3.864
1592291251.308,-1.648,-8.404,-3.403
1592291251.312,-0.745,-8.12,-4.08
1592291251.316,-0.304,-8.002,-4.442
1592291251.32,-0.029,-8.002,-3.599
1592291251.324,0.01,-8.64,-3.677
1592291251.327,-0.029,-8.296,-3.217
1592291251.331,0.186,-8.885,-3.403
1592291251.335,0.628,-7.679,-3.481
1592291251.339,0.873,-9.081,-3.981
1592291251.343,1.01,-9.326,-4.138
1592291251.347,1.108,-8.022,-3.883
1592291251.351,0.932,-9.503,-3.619
1592291251.355,0.726,-7.6,-3.785
1592291251.359,0.951,-8.679,-4.364
1592291251.363,1.912,-8.561,-4.462
1592291251.367,2.314,-8.561,-4.766
1592291251.371,2.05,-8.698,-3.638
1592291251.375,1.53,-9.346,-3.442
1592291251.379,0.824,-8.522,-3.403
1592291251.383,0.971,-8.944,-3.423
1592291251.386,1.873,-9.365,-3.805
1592291251.39,1.795,-8.64,-3.942
1592291251.394,0.912,-10.405,-4.629
1592291251.398,0.01,-8.463,-5.305
1592291251.402,-0.588,-8.542,-5.551
1592291251.406,-0.549,-8.581,-4.54
1592291251.41,-0.451,-9.865,-4.462
1592291251.414,-0.53,-8.336,-3.638
1592291251.418,-0.892,-8.6,-3.334
1592291251.422,-1.853,-9.061,-3.079
1592291251.426,-2.03,-8.865,-3.06
1592291251.43,-2.01,-9.522,-2.501
1592291251.434,-2.638,-8.238,-2.52
1592291251.438,-2.412,-8.257,-3.579
1592291251.442,-2.334,-6.796,-3.197
1592291251.445,-2.873,-8.14,-3.766
1592291251.449,-2.716,-7.698,-4.04
1592291251.453,-2.314,-7.277,-3.766
1592291251.457,-2.069,-7.659,-3.04
1592291251.461,-2.393,-8.62,-3.423
1592291251.465,-2.756,-8.846,-3.903
1592291251.469,-2.54,-9.63,-4.688
1592291251.473,-2.118,-9.003,-5.286
1592291251.477,-1.589,-8.787,-4.384
1592291251.481,-0.382,-10.709,-3.785
1592291251.485,0.402,-9.248,-3.403
1592291251.489,0.549,-10.032,-3.54
1592291251.493,0.892,-9.444,-3.56
1592291251.497,0.343,-8.983,-3.599
1592291251.5,-0.873,-8.424,-2.981
1592291251.504,-1.187,-9.14,-3.383
1592291251.508,-0.853,-8.12,-3.275
1592291251.512,-0.127,-8.581,-3.256
1592291251.516,0.569,-8.718,-3.825
1592291251.52,0.069,-7.473,-3.697
1592291251.524,-0.628,-8.345,-3.521
1592291251.528,-0.785,-8.1,-3.06
1592291251.532,-0.932,-8.424,-2.736
1592291251.536,-0.765,-9.14,-3.079
1592291251.54,-0.127,-8.502,-4.08
1592291251.544,0.069,-8.444,-4.884
1592291251.548,-0.186,-8.179,-4.629
1592291251.552,-0.569,-8.6,-4.138
1592291251.556,-0.647,-8.64,-3.521
1592291251.559,-0.265,-8.659,-3.785
1592291251.563,-0.127,-8.159,-4.305
1592291251.567,-0.785,-8.365,-4.56
1592291251.571,-1.412,-9.228,-4.56
1592291251.575,-1.893,-8.924,-4.325
1592291251.579,-2.216,-8.698,-3.825
1592291251.583,-2.354,-8.041,-3.364
1592291251.587,-2.618,-8.502,-3.275
1592291251.591,-3.079,-8.6,-3.295
1592291251.595,-3.079,-8.983,-3.658
1592291251.599,-2.834,-8.64,-3.883
1592291251.603,-2.256,-9.503,-4.06
1592291251.607,-1.432,-9.503,-4.442
1592291251.611,-0.951,-9.208,-5.148
1592291251.615,-0.834,-9.287,-5.207
1592291251.618,-1.187,-8.365,-4.943
1592291251.622,-1.128,-8.522,-4.364
1592291251.626,-0.873,-8.718,-4.187
1592291251.63,-0.363,-7.796,-4.305
1592291251.634,0.343,-9.042,-4.54
1592291251.638,0.412,-8.502,-4.786
1592291251.642,-0.167,-8.502,-4.923
1592291251.646,-0.628,-9.228,-5.305
1592291251.65,-0.549,-7.836,-5.57
1592291251.654,-0.167,-8.502,-5.129
1592291251.658,0.0,-8.806,-4.825
1592291251.662,-0.324,-8.444,-4.56
1592291251.666,-0.382,-9.042,-4.482
1592291251.67,-0.706,-7.943,-4.482
1592291251.673,-1.549,-8.806,-4.246
1592291251.677,-1.873,-9.444,-4.119
1592291251.681,-1.677,-7.894,-4.158
1592291251.685,-0.785,-8.924,-4.266
1592291251.689,0.186,-8.257,-4.864
1592291251.693,0.588,-7.473,-4.707
1592291251.697,0.245,-9.591,-4.844
1592291251.701,-0.686,-8.159,-5.433
1592291251.705,-1.03,-7.639,-4.766
1592291251.709,-0.932,-7.796,-3.805
1592291251.713,-0.873,-8.698,-3.442
1592291251.717,-0.745,-9.826,-3.256
1592291251.721,-0.745,-8.62,-3.736
1592291251.725,-1.03,-8.679,-4.305
1592291251.729,-0.951,-8.659,-4.629
1592291251.732,-0.951,-7.6,-4.521
1592291251.736,-0.853,-8.6,-4.207
1592291251.74,-0.363,-8.483,-4.786
1592291251.744,-0.451,-7.502,-4.54
1592291251.748,-1.245,-8.561,-4.501
1592291251.752,-1.971,-8.238,-5.05
1592291251.756,-2.373,-7.198,-4.825
1592291251.76,-2.079,-8.944,-4.56
1592291251.764,-1.795,-8.561,-4.59
1592291251.768,-1.736,-8.385,-3.981
1592291251.772,-1.471,-8.885,-4.06
1592291251.776,-1.412,-7.924,-5.384
1592291251.78,-1.549,-6.973,-5.09
1592291251.784,-1.353,-9.042,-4.58
1592291251.788,-1.069,-8.581,-4.001
1592291251.791,-0.824,-8.522,-3.785
1592291251.795,-0.647,-7.875,-4.001
1592291251.799,-0.647,-7.855,-4.903
1592291251.803,-0.932,-9.003,-5.325
1592291251.807,-0.971,-8.14,-5.247
1592291251.811,-0.382,-8.444,-5.325
1592291251.815,0.069,-7.796,-5.227
1592291251.819,0.549,-7.855,-5.05
1592291251.823,0.834,-8.806,-4.805
1592291251.827,0.873,-8.659,-5.168
1592291251.831,1.206,-8.463,-5.109
1592291251.835,1.373,-8.345,-5.07
1592291251.839,1.294,-8.444,-5.05
1592291251.843,0.971,-8.757,-4.786
1592291251.846,0.667,-8.081,-4.648
1592291251.85,0.628,-8.316,-4.344
1592291251.854,0.726,-9.022,-4.227
1592291251.858,0.53,-7.757,-4.06
1592291251.862,0.127,-8.885,-3.736
1592291251.866,-0.069,-8.62,-4.04
1592291251.87,-0.49,-7.433,-4.305
1592291251.874,-0.745,-10.709,-4.844
1592291251.878,-0.834,-9.179,-5.933
1592291251.882,-1.206,-7.433,-6.149
1592291251.886,-1.187,-8.404,-6.031
1592291251.89,-0.588,-7.541,-5.707
1592291251.894,-0.049,-9.63,-4.442
1592291251.898,0.343,-10.552,-3.638
1592291251.902,-0.069,-9.061,-3.736
1592291251.905,-1.245,-8.345,-3.383
1592291251.909,-1.716,-7.757,-3.501
1592291251.913,-1.53,-8.12,-4.06
1592291251.917,-0.892,-7.6,-4.227
1592291251.921,-0.265,-6.855,-4.462
1592291251.925,-0.873,-6.188,-4.344
1592291251.929,-1.932,-6.257,-4.158
1592291251.933,-2.393,-7.492,-4.187
1592291251.937,-2.373,-7.335,-4.825
1592291251.941,-2.471,-6.855,-4.825
1592291251.945,-2.658,-8.463,-4.423
1592291251.949,-2.373,-7.924,-3.579
1592291251.953,-1.667,-9.14,-2.491
1592291251.957,-0.49,-9.689,-2.697
1592291251.961,-0.088,-7.433,-3.462
1592291251.964,-1.245,-8.64,-3.677
1592291251.968,-2.354,-7.836,-3.962
1592291251.972,-2.736,-7.659,-3.54
1592291251.976,-2.54,-7.943,-2.913
1592291251.98,-1.648,-7.679,-3.521
1592291251.984,-0.647,-8.502,-3.864
1592291251.988,-0.206,-8.179,-4.04
1592291251.992,-1.03,-7.139,-3.599
1592291251.996,-2.295,-7.698,-3.119
1592291252.0,-2.756,-7.071,-3.256
1592291252.004,-2.893,-6.698,-3.638
1592291252.008,-2.099,-7.757,-4.384
1592291252.012,-0.745,-6.992,-4.403
1592291252.016,-0.382,-8.904,-4.325
1592291252.02,0.343,-8.365,-4.305
1592291252.023,0.892,-8.424,-4.688
1592291252.027,0.726,-8.463,-4.786
1592291252.031,0.51,-8.041,-4.864
1592291252.035,-0.167,-7.894,-3.883
1592291252.039,-0.628,-8.022,-3.177
1592291252.043,0.069,-8.542,-3.158
1592291252.047,1.108,-8.081,-3.04
1592291252.051,1.53,-9.248,-4.119
1592291252.055,0.686,-9.022,-4.943
1592291252.059,-0.49,-9.022,-5.109
1592291252.063,-1.049,-7.963,-4.158
1592291252.067,-0.628,-9.385,-3.717
1592291252.071,0.226,-8.718,-3.619
1592291252.075,0.686,-8.257,-3.903
1592291252.078,0.382,-9.346,-4.825
1592291252.082,-0.284,-7.816,-4.903
1592291252.086,-1.089,-9.101,-4.138
1592291252.09,-1.314,-9.326,-3.677
1592291252.094,-0.951,-9.101,-4.207
1592291252.098,-0.412,-8.787,-3.883
1592291252.102,-0.363,-9.748,-4.903
1592291252.106,-1.471,-8.757,-4.766
1592291252.11,-2.079,-8.218,-3.619
1592291252.114,-1.373,-9.12,-3.334
1592291252.118,-0.667,-8.257,-2.893
1592291252.122,-0.853,-9.885,-3.364
1592291252.126,-1.716,-8.806,-3.658
1592291252.13,-2.373,-8.757,-4.158
1592291252.134,-2.216,-8.983,-4.442
1592291252.137,-1.432,-8.463,-4.825
1592291252.141,-0.471,-8.698,-5.129
1592291252.145,-0.167,-7.983,-4.786
1592291252.149,-0.706,-8.757,-4.609
1592291252.153,-0.647,-8.14,-4.119
1592291252.157,0.363,-9.003,-3.638
1592291252.161,1.089,-9.346,-3.923
1592291252.165,1.03,-9.669,-4.884
1592291252.169,0.49,-8.62,-4.864
1592291252.173,-0.167,-8.561,-4.766
1592291252.177,-0.402,-9.042,-4.462
1592291252.181,0.069,-8.885,-4.521
1592291252.185,1.108,-8.659,-5.011
1592291252.189,1.334,-8.238,-5.806
1592291252.193,0.343,-8.806,-6.247
1592291252.196,-0.853,-8.542,-5.688
1592291252.2,-1.01,-8.238,-5.001
1592291252.204,-0.304,-8.12,-4.286
1592291252.208,0.49,-9.709,-4.59
1592291252.212,0.834,-9.101,-5.001
1592291252.216,0.412,-8.081,-4.305
1592291252.22,0.324,-9.287,-3.423
1592291252.224,0.51,-8.542,-3.638
1592291252.228,0.726,-7.983,-3.481
1592291252.232,0.824,-9.924,-3.923
1592291252.236,0.53,-9.885,-5.57
1592291252.24,-0.01,-8.983,-5.894
1592291252.244,-0.029,-8.542,-5.649
1592291252.248,-0.029,-9.228,-5.531
1592291252.251,-0.245,-9.669,-5.001
1592291252.255,-0.127,-9.208,-4.56
1592291252.259,-0.431,-8.944,-4.58
1592291252.263,-1.187,-9.042,-5.011
1592291252.267,-1.334,-8.806,-4.727
1592291252.271,-1.01,-9.826,-4.844
1592291252.275,-0.873,-8.561,-5.129
1592291252.279,-0.873,-8.296,-4.825
1592291252.283,-0.99,-9.444,-4.246
1592291252.287,-0.99,-8.561,-4.344
1592291252.291,-1.01,-9.542,-4.021
1592291252.295,-0.726,-8.561,-4.266
1592291252.299,-0.186,-8.581,-4.923
