rostime,x_acc,y_acc,z_acc
1592291203.219,0.726,-9.003,-1.952
1592291203.223,0.431,-8.463,-1.755
1592291203.227,0.0,-9.12,-2.697
1592291203.231,-0.324,-8.316,-2.618
1592291203.235,-0.706,-9.611,-2.716
1592291203.238,-0.029,-9.287,-2.854
1592291203.242,0.53,-8.365,-2.069
1592291203.246,0.167,-9.561,-1.51
1592291203.25,-0.029,-9.591,-2.05
1592291203.254,0.049,-8.659,-1.795
1592291203.258,0.402,-10.934,-1.853
1592291203.262,0.51,-9.12,-2.775
1592291203.266,-0.549,-6.914,-1.53
1592291203.27,-1.245,-10.846,-0.785
1592291203.274,-1.03,-9.159,-1.451
1592291203.278,-0.647,-8.963,-1.334
1592291203.282,0.382,-10.65,-2.157
1592291203.286,1.569,-9.611,-4.266
1592291203.29,0.912,-8.6,-3.579
1592291203.294,0.049,-10.424,-2.922
1592291203.297,0.343,-9.924,-3.079
1592291203.301,0.412,-8.14,-2.069
1592291203.305,0.706,-10.189,-1.755
1592291203.309,0.745,-9.365,-2.295
1592291203.313,-0.088,-9.101,-1.834
1592291203.317,-0.686,-9.885,-1.471
1592291203.321,-0.412,-10.111,-2.618
1592291203.325,-0.304,-8.62,-2.756
1592291203.329,0.069,-10.189,-2.716
1592291203.333,0.01,-9.365,-2.638
1592291203.337,-0.853,-8.561,-2.52
1592291203.341,-0.569,-9.444,-1.775
1592291203.344,-0.206,-9.346,-1.471
1592291203.348,-0.206,-10.787,-2.079
1592291203.352,0.127,-9.846,-2.256
1592291203.356,-0.363,-9.228,-2.471
1592291203.36,-0.726,-10.65,-3.099
1592291203.364,-0.431,-8.62,-2.981
1592291203.368,-0.324,-9.385,-1.451
1592291203.372,-0.147,-10.591,-1.716
1592291203.376,-0.167,-8.336,-2.236
1592291203.38,-0.726,-9.022,-2.079
1592291203.384,-1.049,-10.591,-3.501
1592291203.388,-1.255,-8.404,-3.658
1592291203.392,-0.912,-10.071,-2.177
1592291203.396,0.127,-10.326,-1.991
1592291203.399,0.088,-8.885,-2.295
1592291203.403,-0.284,-9.748,-2.03
1592291203.407,-0.785,-9.307,-2.295
1592291203.411,-1.294,-9.061,-2.334
1592291203.415,-0.382,-8.904,-1.814
1592291203.419,0.745,-9.189,-1.775
1592291203.423,0.569,-9.12,-2.079
1592291203.427,-0.167,-9.924,-2.599
1592291203.431,-0.971,-9.042,-2.334
1592291203.435,-1.167,-8.757,-2.334
1592291203.439,-0.127,-8.885,-2.373
1592291203.443,0.834,-8.659,-2.03
1592291203.447,0.706,-9.807,-1.873
1592291203.451,0.069,-9.65,-2.412
1592291203.455,-0.382,-8.659,-2.177
1592291203.458,-0.431,-9.346,-2.275
1592291203.462,0.069,-9.307,-2.942
1592291203.466,0.745,-9.267,-2.118
1592291203.47,0.363,-9.983,-1.932
1592291203.474,0.049,-9.424,-2.05
1592291203.478,0.049,-8.198,-1.912
1592291203.482,-0.226,-9.591,-2.491
1592291203.486,-0.569,-8.963,-3.481
1592291203.49,-0.706,-8.806,-3.02
1592291203.494,-0.647,-9.561,-2.138
1592291203.498,-0.51,-9.522,-2.256
1592291203.502,-0.431,-7.816,-1.775
1592291203.506,0.069,-9.444,-2.03
1592291203.51,-0.265,-9.424,-2.501
1592291203.514,-1.294,-9.14,-2.716
1592291203.517,-1.206,-8.767,-2.256
1592291203.521,-0.765,-8.826,-1.569
1592291203.525,-0.412,-9.444,-1.873
1592291203.529,0.127,-9.022,-2.216
1592291203.533,-0.029,-9.326,-2.677
1592291203.537,-0.51,-9.101,-3.403
1592291203.541,-0.431,-9.208,-3.56
1592291203.545,-0.471,-8.944,-2.471
1592291203.549,0.029,-9.807,-2.412
1592291203.553,0.088,-9.326,-2.334
1592291203.557,-0.049,-9.208,-2.295
1592291203.561,0.108,-10.268,-2.716
1592291203.565,-0.304,-8.826,-2.177
1592291203.569,-0.265,-9.424,-1.795
1592291203.572,0.226,-9.003,-2.118
1592291203.576,0.206,-9.405,-2.432
1592291203.58,0.304,-9.365,-2.491
1592291203.584,0.382,-8.179,-2.795
1592291203.588,-0.069,-9.14,-2.922
1592291203.592,-0.088,-8.336,-2.736
1592291203.596,0.265,-9.189,-1.795
1592291203.6,0.01,-9.885,-1.549
1592291203.604,0.186,-8.826,-1.853
1592291203.608,0.431,-9.022,-1.991
1592291203.612,0.686,-9.865,-3.54
1592291203.616,0.569,-8.738,-3.619
1592291203.62,-0.127,-10.091,-2.618
1592291203.624,-0.324,-8.767,-2.197
1592291203.628,-0.569,-8.483,-1.089
1592291203.631,-0.147,-10.169,-0.892
1592291203.635,0.588,-8.944,-1.677
1592291203.639,0.127,-9.405,-2.118
1592291203.643,-0.284,-10.689,-2.756
1592291203.647,0.049,-8.561,-3.138
1592291203.651,-0.51,-8.944,-2.373
1592291203.655,-0.49,-10.032,-2.197
1592291203.659,-0.088,-8.002,-2.491
1592291203.663,-0.324,-8.846,-2.099
1592291203.667,-0.53,-10.268,-2.716
1592291203.671,-0.569,-8.463,-2.295
1592291203.675,-0.284,-9.463,-1.167
1592291203.679,0.412,-10.268,-1.677
1592291203.683,0.549,-8.336,-2.501
1592291203.686,0.382,-9.983,-2.736
1592291203.69,0.324,-9.346,-3.403
1592291203.694,0.0,-9.561,-3.04
1592291203.698,0.108,-8.757,-1.893
1592291203.702,0.745,-9.101,-2.677
1592291203.706,0.932,-8.679,-1.716
1592291203.71,0.402,-10.591,-2.01
1592291203.714,-0.226,-9.905,-2.069
1592291203.718,-1.128,-9.611,-2.079
1592291203.722,-0.824,-8.924,-2.354
1592291203.726,-0.382,-8.865,-2.236
1592291203.73,-0.108,-10.15,-2.157
1592291203.734,0.412,-9.022,-2.177
1592291203.738,0.549,-9.846,-2.354
1592291203.742,0.127,-9.365,-3.481
1592291203.745,0.147,-7.316,-3.658
1592291203.749,0.108,-10.248,-2.579
1592291203.753,-0.088,-10.424,-2.295
1592291203.757,-0.088,-7.963,-1.677
1592291203.761,0.108,-9.405,-0.824
1592291203.765,0.147,-8.826,-1.952
1592291203.769,-0.049,-8.718,-2.236
1592291203.773,0.049,-9.669,-1.893
1592291203.777,0.245,-9.365,-1.991
1592291203.781,0.265,-9.189,-1.932
1592291203.785,0.892,-8.787,-1.912
1592291203.789,1.03,-8.983,-1.971
1592291203.793,0.245,-10.65,-3.001
1592291203.797,-0.324,-8.385,-3.677
1592291203.8,-0.951,-8.483,-2.873
1592291203.804,-1.775,-9.542,-2.775
1592291203.808,-1.294,-8.865,-2.579
1592291203.812,-0.147,-8.581,-0.382
1592291203.816,0.284,-10.768,-1.334
1592291203.82,0.167,-9.405,-3.04
1592291203.824,-0.402,-8.767,-2.834
1592291203.828,-1.589,-9.503,-3.217
1592291203.832,-1.775,-9.483,-3.462
1592291203.836,-0.824,-8.179,-1.677
1592291203.84,0.343,-10.003,-1.294
1592291203.844,0.647,-10.307,-2.56
1592291203.848,0.245,-7.875,-2.677
1592291203.852,-0.245,-10.307,-3.275
1592291203.856,-1.108,-8.296,-3.334
1592291203.859,-1.245,-10.111,-2.795
1592291203.863,-0.245,-9.444,-1.549
1592291203.867,0.686,-9.365,-1.971
1592291203.871,0.667,-9.522,-2.157
1592291203.875,0.951,-8.865,-2.697
1592291203.879,0.588,-9.424,-2.922
1592291203.883,-0.628,-10.15,-2.795
1592291203.887,-0.853,-9.022,-3.079
1592291203.891,-0.471,-8.061,-2.138
1592291203.895,0.0,-9.983,-2.157
1592291203.899,0.088,-8.983,-2.756
1592291203.903,-0.451,-8.846,-2.177
1592291203.907,-0.186,-10.228,-2.471
1592291203.911,-0.265,-9.365,-3.736
1592291203.914,-0.284,-8.904,-3.579
1592291203.918,0.127,-9.179,-3.177
1592291203.922,0.245,-9.159,-3.197
1592291203.926,0.402,-9.787,-2.393
1592291203.93,0.412,-9.248,-2.079
1592291203.934,-0.471,-9.189,-2.501
1592291203.938,-0.804,-9.228,-2.795
1592291203.942,-0.706,-9.003,-2.981
1592291203.946,-0.824,-8.885,-2.981
1592291203.95,-0.471,-9.787,-2.697
1592291203.954,0.206,-8.738,-1.952
1592291203.958,0.51,-8.767,-1.795
1592291203.962,0.51,-9.307,-2.216
1592291203.966,0.324,-8.296,-1.853
1592291203.97,0.167,-10.013,-1.853
1592291203.973,-0.402,-9.081,-2.01
1592291203.977,-0.53,-8.179,-2.295
1592291203.981,0.0,-9.885,-2.197
1592291203.985,0.147,-10.366,-3.295
1592291203.989,0.088,-8.698,-3.501
1592291203.993,0.167,-9.503,-3.197
1592291203.997,-0.049,-8.698,-3.334
1592291204.001,-0.304,-8.12,-2.236
1592291204.005,-0.186,-9.307,-0.686
1592291204.009,0.49,-9.208,-0.51
1592291204.013,1.245,-9.159,-0.804
1592291204.017,1.226,-8.983,-1.412
1592291204.021,0.951,-9.542,-2.579
1592291204.025,0.402,-8.424,-2.236
1592291204.029,-0.265,-9.159,-1.569
1592291204.032,-0.265,-10.052,-1.255
1592291204.036,-0.108,-8.64,-1.795
1592291204.04,-0.167,-8.365,-2.099
1592291204.044,-0.108,-9.522,-3.236
1592291204.048,-0.127,-9.208,-4.286
1592291204.052,-0.951,-7.541,-2.716
1592291204.056,-1.294,-9.865,-1.775
1592291204.06,-0.069,-8.679,-1.255
1592291204.064,1.049,-9.042,-0.206
1592291204.068,0.873,-9.709,-0.726
1592291204.072,0.402,-9.807,-3.217
1592291204.076,-0.049,-8.061,-3.579
1592291204.08,-1.01,-9.346,-3.403
1592291204.084,-1.108,-9.846,-3.521
1592291204.087,-0.186,-8.159,-1.971
1592291204.091,0.088,-9.159,-1.167
1592291204.095,0.304,-9.444,-2.618
1592291204.099,0.127,-8.924,-3.697
1592291204.103,-0.343,-8.659,-3.04
1592291204.107,-0.431,-9.807,-3.638
1592291204.111,-0.834,-8.12,-3.256
1592291204.115,-1.353,-9.081,-2.491
1592291204.119,-0.549,-8.738,-2.079
1592291204.123,0.245,-9.807,-1.952
1592291204.127,0.226,-10.532,-2.157
1592291204.131,-0.382,-8.483,-2.471
1592291204.135,-1.853,-8.767,-2.275
1592291204.139,-2.099,-8.345,-2.099
1592291204.143,0.206,-9.503,-1.814
1592291204.146,1.893,-8.483,-1.069
1592291204.15,2.599,-10.366,-1.932
1592291204.154,2.54,-9.267,-2.736
1592291204.158,0.647,-7.433,-2.736
1592291204.162,-1.167,-10.003,-2.354
1592291204.166,-1.108,-10.071,-2.942
1592291204.17,-0.804,-8.14,-2.05
1592291204.174,-0.647,-11.591,-2.138
1592291204.178,-0.49,-10.552,-4.305
1592291204.182,-0.912,-6.59,-4.168
1592291204.186,-0.834,-11.15,-3.785
1592291204.19,-0.088,-9.787,-4.246
1592291204.194,-0.088,-7.963,-2.716
1592291204.198,-0.127,-10.728,-0.834
1592291204.201,-0.628,-9.12,-1.873
1592291204.205,-1.334,-8.502,-2.01
1592291204.209,-0.912,-10.111,-2.079
1592291204.213,-0.569,-9.483,-3.844
1592291204.217,-0.99,-9.581,-3.658
1592291204.221,-1.275,-8.659,-2.275
1592291204.225,-1.373,-8.787,-1.795
1592291204.229,-1.167,-8.885,-1.775
1592291204.233,-0.01,-8.698,-2.157
1592291204.237,0.892,-10.052,-2.893
1592291204.241,0.127,-9.709,-3.677
1592291204.245,-1.991,-7.453,-2.432
1592291204.249,-3.197,-10.876,-0.99
1592291204.253,-3.256,-9.159,-1.569
1592291204.257,-2.295,-9.444,-2.099
1592291204.26,-0.363,-12.278,-3.442
1592291204.264,1.147,-9.542,-5.953
1592291204.268,1.353,-8.159,-5.305
1592291204.272,1.245,-11.111,-4.982
1592291204.276,0.912,-7.757,-3.423
1592291204.28,0.049,-10.768,-1.393
1592291204.284,0.304,-9.983,-1.412
1592291204.288,1.049,-8.002,-2.432
1592291204.292,1.245,-10.424,-2.893
1592291204.296,1.451,-9.326,-3.825
1592291204.3,0.804,-9.522,-3.099
1592291204.304,-0.226,-9.787,-1.373
1592291204.308,-0.873,-8.424,-1.353
1592291204.312,-1.667,-7.659,-0.431
1592291204.315,-1.412,-9.179,-1.049
1592291204.319,-0.402,-8.826,-2.677
1592291204.323,-0.01,-9.463,-3.334
1592291204.327,0.147,-8.659,-4.423
1592291204.331,0.51,-8.983,-4.158
1592291204.335,0.127,-8.738,-3.217
1592291204.339,0.667,-9.365,-3.403
1592291204.343,1.491,-9.228,-3.04
1592291204.347,1.393,-9.522,-2.491
1592291204.351,1.03,-10.307,-3.295
1592291204.355,0.549,-7.943,-3.119
1592291204.359,0.324,-8.277,-2.118
1592291204.363,0.824,-10.552,-2.295
1592291204.366,1.334,-9.14,-2.599
1592291204.37,1.128,-8.365,-2.412
1592291204.374,1.451,-10.091,-2.834
1592291204.378,0.99,-8.336,-3.275
1592291204.382,-0.284,-8.522,-2.354
1592291204.386,-0.588,-9.542,-2.334
1592291204.39,-0.549,-8.62,-2.677
1592291204.394,-0.834,-9.346,-1.991
1592291204.398,-0.412,-9.787,-2.314
1592291204.402,-0.186,-9.248,-2.716
1592291204.406,-0.686,-9.846,-2.52
1592291204.41,-0.912,-9.189,-2.795
1592291204.414,-1.128,-8.218,-1.775
1592291204.418,-1.373,-9.463,-1.089
1592291204.421,-0.99,-8.944,-0.873
1592291204.425,-0.569,-9.65,-1.549
1592291204.429,0.0,-9.581,-2.54
1592291204.433,0.147,-9.444,-3.942
1592291204.437,-0.402,-9.826,-3.805
1592291204.441,-0.912,-8.757,-3.521
1592291204.445,-0.402,-9.189,-2.354
1592291204.449,0.127,-9.042,-1.294
1592291204.453,1.167,-8.885,-1.893
1592291204.457,2.079,-8.444,-2.275
1592291204.461,2.138,-8.718,-2.942
1592291204.465,1.834,-8.904,-2.716
1592291204.469,1.294,-8.865,-2.275
1592291204.473,0.412,-8.659,-1.412
1592291204.477,-0.069,-9.179,-1.491
1592291204.48,-0.069,-8.424,-1.853
1592291204.484,-0.108,-8.904,-2.373
1592291204.488,-0.029,-9.65,-3.256
1592291204.492,-0.431,-8.385,-2.873
1592291204.496,-1.226,-9.65,-2.373
1592291204.5,-1.393,-9.101,-1.814
1592291204.504,-0.824,-8.542,-1.775
1592291204.508,-0.049,-9.924,-1.334
1592291204.512,0.382,-10.111,-2.354
1592291204.516,-0.088,-9.208,-2.118
1592291204.52,-1.608,-9.826,-1.569
1592291204.524,-2.815,-9.846,-1.893
1592291204.528,-2.913,-9.267,-1.03
1592291204.532,-1.775,-10.307,-1.167
1592291204.535,0.029,-9.424,-2.501
1592291204.539,0.667,-9.307,-3.521
1592291204.543,0.324,-9.748,-4.138
1592291204.547,-0.147,-8.1,-4.138
1592291204.551,-0.549,-8.865,-2.854
1592291204.555,-0.726,-8.385,-2.03
1592291204.559,-0.853,-9.228,-2.01
1592291204.563,-1.628,-8.885,-1.589
1592291204.567,-1.569,-9.787,-2.354
1592291204.571,0.0,-10.189,-2.736
1592291204.575,0.785,-10.013,-3.256
1592291204.579,0.706,-10.424,-3.119
1592291204.583,0.745,-10.228,-2.677
1592291204.587,0.167,-9.424,-1.873
1592291204.59,-0.324,-10.228,-1.206
1592291204.594,0.53,-10.895,-2.452
1592291204.598,0.667,-8.738,-2.873
1592291204.602,-0.029,-10.385,-3.04
1592291204.606,-0.265,-11.209,-3.521
1592291204.61,-0.569,-8.806,-2.579
1592291204.614,-0.343,-11.17,-1.853
1592291204.618,0.471,-10.954,-2.716
1592291204.622,0.402,-8.522,-3.462
1592291204.626,-0.451,-8.385,-3.02
1592291204.63,-1.412,-9.228,-3.344
1592291204.634,-1.569,-7.855,-2.736
1592291204.638,-0.51,-9.081,-0.824
1592291204.642,1.049,-10.209,-1.245
1592291204.646,2.354,-8.983,-2.618
1592291204.649,2.216,-9.326,-2.873
1592291204.653,0.686,-10.532,-4.158
1592291204.657,-0.569,-8.679,-4.06
1592291204.661,-0.667,-7.924,-1.991
1592291204.665,0.324,-10.169,-1.53
1592291204.669,1.373,-8.345,-1.471
1592291204.673,1.187,-10.013,-1.128
1592291204.677,0.765,-11.072,-1.775
1592291204.681,0.01,-9.522,-3.04
1592291204.685,-0.932,-10.111,-2.873
1592291204.689,-1.147,-9.483,-3.119
1592291204.693,-0.892,-9.346,-3.383
1592291204.697,-0.932,-8.316,-2.138
1592291204.701,-0.049,-9.14,-1.834
1592291204.704,0.431,-8.581,-1.873
1592291204.708,0.167,-8.404,-2.099
1592291204.712,-0.206,-9.787,-2.795
1592291204.716,-0.912,-9.611,-3.383
1592291204.72,-1.226,-7.639,-2.893
1592291204.724,-0.029,-9.591,-2.432
1592291204.728,1.147,-8.365,-2.01
1592291204.732,1.373,-8.345,-1.549
1592291204.736,0.971,-9.228,-1.716
1592291204.74,-0.01,-7.983,-2.579
1592291204.744,-0.569,-8.522,-2.334
1592291204.748,-0.088,-9.14,-2.079
1592291204.752,0.834,-9.905,-1.834
1592291204.756,1.167,-9.885,-1.108
1592291204.76,1.089,-10.268,-1.893
1592291204.763,0.53,-9.061,-2.697
1592291204.767,-0.451,-7.914,-2.197
1592291204.771,-1.01,-10.032,-2.216
1592291204.775,-1.589,-8.365,-2.275
1592291204.779,-2.236,-7.983,-2.01
1592291204.783,-1.314,-9.924,-3.403
1592291204.787,0.382,-8.022,-4.344
1592291204.791,1.432,-9.964,-3.864
1592291204.795,1.549,-10.895,-3.962
1592291204.799,0.745,-7.737,-3.766
1592291204.803,-0.412,-8.502,-1.775
1592291204.807,-0.628,-9.081,-1.589
1592291204.811,0.471,-7.757,-1.569
1592291204.815,2.079,-10.091,-1.294
1592291204.818,2.56,-9.248,-2.697
1592291204.822,1.775,-8.924,-3.923
1592291204.826,-0.186,-8.62,-3.119
1592291204.83,-1.697,-8.257,-2.962
1592291204.834,-1.648,-9.424,-2.599
1592291204.838,-0.706,-7.492,-1.991
1592291204.842,0.088,-9.228,-2.491
1592291204.846,-0.324,-9.228,-2.736
1592291204.85,-1.755,-8.238,-2.981
1592291204.854,-2.118,-9.287,-2.236
1592291204.858,-1.697,-10.052,-2.334
1592291204.862,-0.853,-9.248,-2.236
1592291204.866,-0.088,-9.267,-1.873
1592291204.87,-0.51,-9.081,-1.834
1592291204.874,-1.569,-8.277,-1.569
1592291204.877,-1.471,-9.807,-1.589
1592291204.881,-1.187,-8.12,-1.167
1592291204.885,-0.873,-9.581,-2.177
1592291204.889,-0.667,-10.15,-2.452
1592291204.893,-0.745,-9.022,-3.275
1592291204.897,-0.127,-9.669,-3.697
1592291204.901,1.108,-10.111,-3.481
1592291204.905,1.834,-9.905,-4.187
1592291204.909,1.912,-7.375,-3.04
1592291204.913,0.892,-9.669,-1.775
1592291204.917,-0.088,-8.826,-1.108
1592291204.921,0.726,-9.365,-0.186
1592291204.925,2.471,-10.052,-0.01
1592291204.929,3.746,-9.611,-1.549
1592291204.932,3.864,-9.787,-2.795
1592291204.936,2.736,-8.542,-2.452
1592291204.94,1.334,-8.483,-1.814
1592291204.944,0.304,-8.345,-1.412
1592291204.948,0.088,-7.012,-0.147
1592291204.952,0.49,-9.307,-0.363
1592291204.956,0.647,-9.885,-2.373
1592291204.96,0.667,-10.052,-3.844
1592291204.964,0.127,-9.542,-4.266
1592291204.968,-0.726,-9.611,-4.766
1592291204.972,-0.892,-9.846,-3.138
1592291204.976,-0.431,-10.307,-1.187
1592291204.98,-0.363,-9.591,-1.53
1592291204.984,-0.451,-8.698,-2.216
1592291204.988,-0.088,-9.287,-3.462
1592291204.991,-0.549,-8.659,-4.727
1592291204.995,-1.412,-8.424,-3.864
1592291204.999,-0.951,-9.611,-2.177
1592291205.003,-0.363,-8.738,-1.51
1592291205.007,-0.853,-9.081,-1.53
1592291205.011,-0.951,-9.042,-1.491
1592291205.015,-0.53,-9.826,-2.138
1592291205.019,-0.147,-9.846,-2.412
1592291205.023,0.932,-8.738,-3.099
1592291205.027,1.775,-7.914,-3.099
1592291205.031,1.167,-11.209,-3.256
1592291205.035,0.186,-8.1,-2.54
1592291205.039,0.147,-9.522,-1.471
1592291205.043,0.549,-11.297,-2.354
1592291205.046,0.873,-8.257,-3.923
1592291205.05,0.01,-9.14,-4.805
1592291205.054,-0.549,-10.827,-5.57
1592291205.058,-0.127,-8.198,-5.384
1592291205.062,-0.029,-8.581,-2.618
1592291205.066,0.324,-11.189,-2.118
1592291205.07,0.186,-7.6,-2.099
1592291205.074,-1.795,-7.924,-1.549
1592291205.078,-2.491,-10.071,-3.236
1592291205.082,-1.03,-8.483,-3.158
1592291205.086,0.451,-9.042,-0.912
1592291205.09,1.834,-9.042,-1.491
1592291205.094,2.157,-8.404,-1.53
1592291205.098,0.804,-10.15,-2.099
1592291205.102,0.431,-10.189,-4.001
1592291205.105,0.726,-9.983,-3.844
1592291205.109,0.824,-9.611,-4.138
1592291205.113,1.755,-7.943,-3.256
1592291205.117,0.667,-9.581,-1.991
1592291205.121,-1.108,-11.189,-1.952
1592291205.125,0.206,-11.415,-2.815
1592291205.129,1.697,-9.503,-3.099
1592291205.133,1.471,-8.983,-5.188
1592291205.137,0.108,-8.336,-5.129
1592291205.141,-2.314,-9.003,-2.697
1592291205.145,-3.579,-10.993,-1.755
1592291205.149,-2.432,-9.424,-1.51
1592291205.153,-0.785,-7.983,-2.03
1592291205.157,0.324,-8.659,-3.177
1592291205.16,-0.324,-9.983,-4.962
1592291205.164,-2.197,-10.013,-4.629
1592291205.168,-3.197,-8.767,-2.412
1592291205.172,-2.795,-9.385,-1.667
1592291205.176,-2.05,-6.914,-1.491
1592291205.18,-1.648,-8.983,-2.756
1592291205.184,-1.51,-8.846,-4.099
1592291205.188,-0.892,-8.061,-4.844
1592291205.192,-0.167,-9.042,-2.893
1592291205.196,1.206,-10.493,-2.373
1592291205.2,2.177,-7.561,-1.491
1592291205.204,1.255,-10.65,-1.991
1592291205.208,0.892,-12.141,-4.609
1592291205.212,0.804,-7.875,-4.923
1592291205.216,0.853,-10.13,-3.619
1592291205.219,1.53,-9.542,-2.981
1592291205.223,1.167,-8.463,-1.716
1592291205.227,0.167,-10.032,-0.912
1592291205.231,0.824,-10.993,-2.118
1592291205.235,1.952,-9.208,-3.138
1592291205.239,2.618,-8.885,-3.197
1592291205.243,2.52,-9.042,-3.981
1592291205.247,1.187,-8.561,-3.638
1592291205.251,-0.667,-7.316,-2.03
1592291205.255,-0.628,-9.365,-1.716
1592291205.259,-0.088,-7.855,-1.373
1592291205.263,0.147,-7.502,-1.432
1592291205.267,0.824,-8.806,-2.197
1592291205.271,1.01,-10.728,-3.295
1592291205.274,0.608,-9.542,-3.658
1592291205.278,0.667,-8.885,-3.403
1592291205.282,0.834,-10.63,-2.354
1592291205.286,0.431,-8.336,-2.079
1592291205.29,0.069,-7.796,-1.451
1592291205.294,-0.608,-10.366,-2.079
1592291205.298,-0.824,-9.767,-2.873
1592291205.302,-1.167,-8.698,-1.971
1592291205.306,-1.01,-10.532,-1.932
1592291205.31,0.049,-9.463,-1.814
1592291205.314,0.304,-10.248,-1.471
1592291205.318,0.108,-10.728,-1.069
1592291205.322,-0.226,-10.689,-2.52
1592291205.326,-0.628,-7.051,-3.06
1592291205.33,-0.245,-8.14,-2.736
1592291205.333,0.226,-8.806,-3.197
1592291205.337,0.932,-8.316,-2.658
1592291205.341,1.314,-9.463,-1.089
1592291205.345,1.314,-10.248,-1.932
1592291205.349,1.667,-9.709,-2.815
1592291205.353,0.785,-9.022,-2.275
1592291205.357,-0.726,-9.905,-2.314
1592291205.361,-1.393,-9.885,-2.962
1592291205.365,-1.471,-7.737,-1.245
1592291205.369,0.0,-10.934,-0.343
1592291205.373,2.03,-10.071,-1.226
1592291205.377,1.314,-8.345,-1.569
1592291205.381,-0.382,-10.67,-2.177
1592291205.384,-1.294,-9.365,-3.942
1592291205.388,-1.294,-8.385,-2.815
1592291205.392,1.206,-9.669,-2.354
1592291205.396,3.158,-7.355,-3.06
1592291205.4,2.373,-7.62,-2.275
1592291205.404,0.53,-10.787,-1.755
1592291205.408,-1.049,-8.561,-1.893
1592291205.412,-1.412,-9.042,-2.05
1592291205.416,0.53,-9.365,-2.471
1592291205.42,2.275,-9.728,-3.923
1592291205.424,2.118,-9.964,-2.981
1592291205.428,1.167,-11.895,-2.138
1592291205.432,-0.127,-8.581,-2.452
1592291205.436,-0.127,-7.894,-2.579
1592291205.439,0.804,-8.944,-2.491
1592291205.443,0.834,-10.209,-2.177
1592291205.447,-0.265,-11.111,-0.785
1592291205.451,-0.892,-10.611,-0.785
1592291205.455,0.167,-9.767,-1.755
1592291205.459,0.892,-9.365,-2.697
1592291205.463,0.647,-10.091,-3.099
1592291205.467,0.0,-10.611,-2.56
1592291205.471,-1.03,-8.944,-1.814
1592291205.475,-1.53,-8.64,-1.226
1592291205.479,-0.51,-8.846,-1.314
1592291205.483,0.01,-8.336,-2.256
1592291205.487,-0.147,-9.787,-2.697
1592291205.491,-0.01,-10.787,-3.736
1592291205.495,0.186,-9.189,-3.923
1592291205.498,0.51,-8.424,-2.373
1592291205.502,0.892,-9.542,-2.157
1592291205.506,1.226,-8.463,-1.952
1592291205.51,0.804,-9.65,-1.432
1592291205.514,0.608,-11.229,-2.638
1592291205.518,0.382,-8.522,-3.599
1592291205.522,-0.245,-8.698,-2.412
1592291205.526,-0.745,-11.209,-2.52
1592291205.53,-0.951,-9.503,-2.432
1592291205.534,-0.951,-9.385,-1.451
1592291205.538,-0.51,-9.767,-2.393
1592291205.542,-0.029,-8.542,-3.746
1592291205.546,-0.069,-7.375,-2.873
1592291205.55,-0.99,-9.561,-2.491
1592291205.553,-1.314,-9.885,-2.873
1592291205.557,-1.167,-7.355,-1.775
1592291205.561,-0.343,-9.287,-1.853
1592291205.565,0.01,-8.757,-2.756
1592291205.569,-0.245,-8.885,-2.52
1592291205.573,-0.127,-9.728,-2.177
1592291205.577,0.49,-9.424,-3.638
1592291205.581,0.706,-8.179,-3.599
1592291205.585,1.569,-8.738,-3.119
1592291205.589,1.432,-9.326,-2.942
1592291205.593,0.088,-9.326,-2.471
1592291205.597,0.01,-8.767,-1.814
1592291205.601,0.51,-9.287,-2.099
1592291205.605,1.314,-9.061,-2.834
1592291205.608,1.853,-7.6,-2.354
1592291205.612,0.53,-9.591,-1.834
1592291205.616,-1.089,-9.346,-2.452
1592291205.62,-1.451,-7.218,-2.314
1592291205.624,-0.804,-8.738,-2.599
1592291205.628,-0.147,-8.757,-3.785
1592291205.632,-0.088,-8.757,-3.177
1592291205.636,-0.363,-10.856,-2.775
1592291205.64,-0.853,-8.757,-3.403
1592291205.644,-1.03,-8.561,-3.236
1592291205.648,-0.049,-9.581,-2.873
1592291205.652,0.382,-9.307,-3.501
1592291205.656,-0.245,-9.444,-2.854
1592291205.66,-0.029,-9.503,-2.658
1592291205.664,0.343,-8.041,-2.56
1592291205.667,0.206,-8.238,-1.795
1592291205.671,0.912,-9.208,-1.245
1592291205.675,1.089,-8.296,-1.51
1592291205.679,0.49,-9.159,-2.177
1592291205.683,0.186,-8.277,-2.716
1592291205.687,0.088,-8.738,-3.275
1592291205.691,0.069,-8.022,-2.756
1592291205.695,0.412,-9.346,-2.579
1592291205.699,0.284,-9.14,-2.795
1592291205.703,0.304,-9.669,-3.138
1592291205.707,1.128,-9.65,-3.423
1592291205.711,0.608,-8.022,-3.334
1592291205.715,-0.108,-9.787,-2.736
1592291205.719,-0.049,-8.64,-1.912
1592291205.722,0.265,-9.248,-1.373
1592291205.726,1.049,-10.052,-1.53
1592291205.73,1.393,-8.179,-2.03
1592291205.734,0.628,-9.248,-2.177
1592291205.738,-0.226,-9.611,-3.197
1592291205.742,-0.647,-8.198,-3.717
1592291205.746,0.108,-8.62,-2.893
1592291205.75,1.451,-9.179,-2.216
1592291205.754,1.893,-9.228,-1.255
1592291205.758,1.432,-9.159,-1.255
1592291205.762,0.412,-9.159,-2.177
1592291205.766,-0.824,-8.561,-2.618
